"Country","Date","Total_Deaths","Per_Million_Total_Deaths"
"Italy",2020-07-04,34833,576.116
"Italy",2020-07-05,34854,576.463
"Italy",2020-07-06,34861,576.579
"Italy",2020-07-07,34869,576.711
"Italy",2020-07-08,34899,577.207
"Italy",2020-07-09,34914,577.455
"Italy",2020-07-10,34926,577.654
"Italy",2020-07-11,34938,577.852
"Italy",2020-07-12,34945,577.968
"Italy",2020-07-13,34954,578.117
"Italy",2020-07-14,34967,578.332
"Italy",2020-07-15,34984,578.613
"Italy",2020-07-16,34997,578.828
"Italy",2020-07-17,35017,579.159
"Italy",2020-07-18,35028,579.341
"Italy",2020-07-19,35042,579.572
"Italy",2020-07-20,35045,579.622
"Italy",2020-07-21,35058,579.837
"Italy",2020-07-22,35073,580.085
"Italy",2020-07-23,35082,580.234
"Italy",2020-07-24,35092,580.399
"Italy",2020-07-25,35097,580.482
"Italy",2020-07-26,35102,580.565
"Italy",2020-07-27,35107,580.647
"Italy",2020-07-28,35112,580.73
"Italy",2020-07-29,35123,580.912
"Italy",2020-07-30,35129,581.011
"Italy",2020-07-31,35132,581.061
"Italy",2020-08-01,35141,581.21
"Italy",2020-08-02,35146,581.292
"Italy",2020-08-03,35154,581.425
"Italy",2020-08-04,35166,581.623
"Italy",2020-08-05,35171,581.706
"Italy",2020-08-06,35181,581.871
"Italy",2020-08-07,35187,581.97
"Italy",2020-08-08,35190,582.02
"Italy",2020-08-09,35203,582.235
"Jersey",2020-03-20,0,0
"Jersey",2020-03-21,0,0
"Jersey",2020-03-22,0,0
"Jersey",2020-03-23,0,0
"Jersey",2020-03-24,0,0
"Jersey",2020-03-25,0,0
"Jersey",2020-03-26,0,0
"Jersey",2020-03-27,1,9.894
"Jersey",2020-03-28,1,9.894
"Jersey",2020-03-29,1,9.894
"Jersey",2020-03-30,2,19.788
"Jersey",2020-03-31,2,19.788
"Jersey",2020-04-01,2,19.788
"Jersey",2020-04-02,2,19.788
"Jersey",2020-04-03,2,19.788
"Jersey",2020-04-04,2,19.788
"Jersey",2020-04-05,3,29.682
"Jersey",2020-04-06,3,29.682
"Jersey",2020-04-07,3,29.682
"Jersey",2020-04-08,3,29.682
"Jersey",2020-04-09,3,29.682
"Jersey",2020-04-10,3,29.682
"Jersey",2020-04-11,4,39.575
"Jersey",2020-04-12,4,39.575
"Jersey",2020-04-13,4,39.575
"Jersey",2020-04-14,4,39.575
"Jersey",2020-04-15,4,39.575
"Jersey",2020-04-16,6,59.363
"Jersey",2020-04-17,10,98.938
"Jersey",2020-04-18,11,108.832
"Jersey",2020-04-19,12,118.726
"Jersey",2020-04-20,12,118.726
"Jersey",2020-04-21,14,138.514
"Jersey",2020-04-22,14,138.514
"Jersey",2020-04-23,18,178.089
"Jersey",2020-04-24,19,187.983
"Jersey",2020-04-25,19,187.983
"Jersey",2020-04-26,19,187.983
"Jersey",2020-04-27,19,187.983
"Jersey",2020-04-28,19,187.983
"Jersey",2020-04-29,20,197.877
"Jersey",2020-04-30,21,207.771
"Jersey",2020-05-01,23,227.558
"Jersey",2020-05-02,24,237.452
"Jersey",2020-05-03,24,237.452
"Jersey",2020-05-04,24,237.452
"Jersey",2020-05-05,24,237.452
"Jersey",2020-05-06,24,237.452
"Jersey",2020-05-07,25,247.346
"Jersey",2020-05-08,25,247.346
"Jersey",2020-05-09,25,247.346
"Jersey",2020-05-10,25,247.346
"Jersey",2020-05-11,25,247.346
"Jersey",2020-05-12,25,247.346
"Jersey",2020-05-13,26,257.24
"Jersey",2020-05-14,27,267.134
"Jersey",2020-05-15,27,267.134
"Jersey",2020-05-16,27,267.134
"Jersey",2020-05-17,27,267.134
"Jersey",2020-05-18,27,267.134
"Jersey",2020-05-19,27,267.134
"Jersey",2020-05-20,28,277.027
"Jersey",2020-05-21,29,286.921
"Jersey",2020-05-22,29,286.921
"Jersey",2020-05-23,29,286.921
"Jersey",2020-05-24,29,286.921
"Jersey",2020-05-25,29,286.921
"Jersey",2020-05-26,29,286.921
"Jersey",2020-05-27,29,286.921
"Jersey",2020-05-28,29,286.921
"Jersey",2020-05-29,29,286.921
"Jersey",2020-05-30,29,286.921
"Jersey",2020-05-31,29,286.921
"Jersey",2020-06-01,29,286.921
"Jersey",2020-06-02,29,286.921
"Jersey",2020-06-03,30,296.815
"Jersey",2020-06-04,30,296.815
"Jersey",2020-06-05,30,296.815
"Jersey",2020-06-06,30,296.815
"Jersey",2020-06-07,30,296.815
"Jersey",2020-06-08,30,296.815
"Jersey",2020-06-09,30,296.815
"Jersey",2020-06-10,30,296.815
"Jersey",2020-06-11,30,296.815
"Jersey",2020-06-12,30,296.815
"Jersey",2020-06-13,30,296.815
"Jersey",2020-06-14,30,296.815
"Jersey",2020-06-15,30,296.815
"Jersey",2020-06-16,30,296.815
"Jersey",2020-06-17,30,296.815
"Jersey",2020-06-18,30,296.815
"Jersey",2020-06-19,30,296.815
"Jersey",2020-06-20,31,306.709
"Jersey",2020-06-21,31,306.709
"Jersey",2020-06-22,31,306.709
"Jersey",2020-06-23,31,306.709
"Jersey",2020-06-24,31,306.709
"Jersey",2020-06-25,31,306.709
"Jersey",2020-06-26,31,306.709
"Jersey",2020-06-27,31,306.709
"Jersey",2020-06-28,31,306.709
"Jersey",2020-06-29,31,306.709
"Jersey",2020-06-30,31,306.709
"Jersey",2020-07-01,31,306.709
"Jersey",2020-07-02,31,306.709
"Jersey",2020-07-03,31,306.709
"Jersey",2020-07-04,31,306.709
"Jersey",2020-07-05,31,306.709
"Jersey",2020-07-06,31,306.709
"Jersey",2020-07-07,31,306.709
"Jersey",2020-07-08,31,306.709
"Jersey",2020-07-09,31,306.709
"Jersey",2020-07-10,31,306.709
"Jersey",2020-07-11,31,306.709
"Jersey",2020-07-12,31,306.709
"Jersey",2020-07-13,31,306.709
"Jersey",2020-07-14,31,306.709
"Jersey",2020-07-15,31,306.709
"Jersey",2020-07-16,31,306.709
"Jersey",2020-07-17,31,306.709
"Jersey",2020-07-18,31,306.709
"Jersey",2020-07-19,31,306.709
"Jersey",2020-07-20,31,306.709
"Jersey",2020-07-21,31,306.709
"Jersey",2020-07-22,31,306.709
"Jersey",2020-07-23,31,306.709
"Jersey",2020-07-24,31,306.709
"Jersey",2020-07-25,31,306.709
"Jersey",2020-07-26,31,306.709
"Jersey",2020-07-27,31,306.709
"Jersey",2020-07-28,31,306.709
"Jersey",2020-07-29,31,306.709
"Jersey",2020-07-30,31,306.709
"Jersey",2020-07-31,31,306.709
"Jersey",2020-08-01,31,306.709
"Jersey",2020-08-02,31,306.709
"Jersey",2020-08-03,31,306.709
"Jersey",2020-08-04,31,306.709
"Jersey",2020-08-05,31,306.709
"Jersey",2020-08-06,31,306.709
"Jersey",2020-08-07,31,306.709
"Jersey",2020-08-08,31,306.709
"Jersey",2020-08-09,31,306.709
"Kosovo",2020-03-14,0,0
"Kosovo",2020-03-15,0,0
"Kosovo",2020-03-16,0,0
"Kosovo",2020-03-17,0,0
"Kosovo",2020-03-18,0,0
"Kosovo",2020-03-19,0,0
"Kosovo",2020-03-20,0,0
"Kosovo",2020-03-21,0,0
"Kosovo",2020-03-22,0,0
"Kosovo",2020-03-23,1,0.517
"Kosovo",2020-03-24,1,0.517
"Kosovo",2020-03-25,1,0.517
"Kosovo",2020-03-26,1,0.517
"Kosovo",2020-03-27,1,0.517
"Kosovo",2020-03-28,1,0.517
"Kosovo",2020-03-29,1,0.517
"Kosovo",2020-03-30,1,0.517
"Kosovo",2020-03-31,1,0.517
"Kosovo",2020-04-01,1,0.517
"Kosovo",2020-04-02,1,0.517
"Kosovo",2020-04-03,1,0.517
"Kosovo",2020-04-04,1,0.517
"Kosovo",2020-04-05,1,0.517
"Kosovo",2020-04-06,1,0.517
"Kosovo",2020-04-07,3,1.552
"Kosovo",2020-04-08,5,2.587
"Kosovo",2020-04-09,6,3.104
"Kosovo",2020-04-10,7,3.622
"Kosovo",2020-04-11,7,3.622
"Kosovo",2020-04-12,7,3.622
"Kosovo",2020-04-13,7,3.622
"Kosovo",2020-04-14,8,4.139
"Kosovo",2020-04-15,8,4.139
"Kosovo",2020-04-16,9,4.657
"Kosovo",2020-04-17,11,5.691
"Kosovo",2020-04-18,12,6.209
"Kosovo",2020-04-19,12,6.209
"Kosovo",2020-04-20,14,7.243
"Kosovo",2020-04-21,14,7.243
"Kosovo",2020-04-22,17,8.796
"Kosovo",2020-04-23,17,8.796
"Kosovo",2020-04-24,18,9.313
"Kosovo",2020-04-25,18,9.313
"Kosovo",2020-04-26,18,9.313
"Kosovo",2020-04-27,20,10.348
"Kosovo",2020-04-28,21,10.865
"Kosovo",2020-04-29,21,10.865
"Kosovo",2020-04-30,21,10.865
"Kosovo",2020-05-01,24,12.417
"Kosovo",2020-05-02,24,12.417
"Kosovo",2020-05-03,25,12.935
"Kosovo",2020-05-04,25,12.935
"Kosovo",2020-05-05,26,13.452
"Kosovo",2020-05-06,26,13.452
"Kosovo",2020-05-07,26,13.452
"Kosovo",2020-05-08,27,13.97
"Kosovo",2020-05-09,28,14.487
"Kosovo",2020-05-10,28,14.487
"Kosovo",2020-05-11,28,14.487
"Kosovo",2020-05-12,28,14.487
"Kosovo",2020-05-13,29,15.004
"Kosovo",2020-05-14,29,15.004
"Kosovo",2020-05-15,29,15.004
"Kosovo",2020-05-16,29,15.004
"Kosovo",2020-05-17,29,15.004
"Kosovo",2020-05-18,29,15.004
"Kosovo",2020-05-19,29,15.004
"Kosovo",2020-05-20,29,15.004
"Kosovo",2020-05-21,29,15.004
"Kosovo",2020-05-22,29,15.004
"Kosovo",2020-05-23,29,15.004
"Kosovo",2020-05-24,29,15.004
"Kosovo",2020-05-25,29,15.004
"Kosovo",2020-05-26,30,15.522
"Kosovo",2020-05-27,30,15.522
"Kosovo",2020-05-28,30,15.522
"Kosovo",2020-05-29,30,15.522
"Kosovo",2020-05-30,30,15.522
"Kosovo",2020-05-31,30,15.522
"Kosovo",2020-06-01,30,15.522
"Kosovo",2020-06-02,30,15.522
"Kosovo",2020-06-03,30,15.522
"Kosovo",2020-06-04,30,15.522
"Kosovo",2020-06-05,30,15.522
"Kosovo",2020-06-06,30,15.522
"Kosovo",2020-06-07,30,15.522
"Kosovo",2020-06-08,31,16.039
"Kosovo",2020-06-09,31,16.039
"Kosovo",2020-06-10,31,16.039
"Kosovo",2020-06-11,31,16.039
"Kosovo",2020-06-12,31,16.039
"Kosovo",2020-06-13,31,16.039
"Kosovo",2020-06-14,32,16.557
"Kosovo",2020-06-15,33,17.074
"Kosovo",2020-06-16,33,17.074
"Kosovo",2020-06-17,34,17.591
"Kosovo",2020-06-18,34,17.591
"Kosovo",2020-06-19,34,17.591
"Kosovo",2020-06-20,34,17.591
"Kosovo",2020-06-21,35,18.109
"Kosovo",2020-06-22,36,18.626
"Kosovo",2020-06-23,37,19.143
"Kosovo",2020-06-24,38,19.661
"Kosovo",2020-06-25,40,20.696
"Kosovo",2020-06-26,42,21.73
"Kosovo",2020-06-27,44,22.765
"Kosovo",2020-06-28,48,24.835
"Kosovo",2020-06-29,49,25.352
"Kosovo",2020-06-30,49,25.352
"Kosovo",2020-07-01,51,26.387
"Kosovo",2020-07-02,54,27.939
"Kosovo",2020-07-03,55,28.457
"Kosovo",2020-07-04,55,28.457
"Kosovo",2020-07-05,55,28.457
"Kosovo",2020-07-06,66,34.148
"Kosovo",2020-07-07,75,38.804
"Kosovo",2020-07-08,79,40.874
"Kosovo",2020-07-09,82,42.426
"Kosovo",2020-07-10,86,44.496
"Kosovo",2020-07-11,94,48.635
"Kosovo",2020-07-12,101,52.256
"Kosovo",2020-07-13,102,52.774
"Kosovo",2020-07-14,108,55.878
"Kosovo",2020-07-15,108,55.878
"Kosovo",2020-07-16,112,57.948
"Kosovo",2020-07-17,112,57.948
"Kosovo",2020-07-18,124,64.156
"Kosovo",2020-07-19,130,67.261
"Kosovo",2020-07-20,135,69.848
"Kosovo",2020-07-21,139,71.917
"Kosovo",2020-07-22,139,71.917
"Kosovo",2020-07-23,150,77.609
"Kosovo",2020-07-24,158,81.748
"Kosovo",2020-07-25,164,84.852
"Kosovo",2020-07-26,169,87.439
"Kosovo",2020-07-27,169,87.439
"Kosovo",2020-07-28,185,95.717
"Kosovo",2020-07-29,192,99.339
"Kosovo",2020-07-30,196,101.409
"Kosovo",2020-07-31,212,109.687
"Kosovo",2020-08-01,212,109.687
"Kosovo",2020-08-02,212,109.687
"Kosovo",2020-08-03,249,128.83
"Kosovo",2020-08-04,256,132.452
"Kosovo",2020-08-05,296,153.148
"Kosovo",2020-08-06,296,153.148
"Kosovo",2020-08-07,300,155.217
"Kosovo",2020-08-08,303,156.769
"Kosovo",2020-08-09,303,156.769
"Latvia",2020-02-29,NA,NA
"Latvia",2020-03-01,NA,NA
"Latvia",2020-03-02,NA,NA
"Latvia",2020-03-03,0,0
"Latvia",2020-03-04,NA,NA
"Latvia",2020-03-05,NA,NA
"Latvia",2020-03-06,NA,NA
"Latvia",2020-03-07,NA,NA
"Latvia",2020-03-08,0,0
"Latvia",2020-03-09,0,0
"Latvia",2020-03-10,0,0
"Latvia",2020-03-11,0,0
"Latvia",2020-03-12,0,0
"Latvia",2020-03-13,0,0
"Latvia",2020-03-14,0,0
"Latvia",2020-03-15,0,0
"Latvia",2020-03-16,0,0
"Latvia",2020-03-17,0,0
"Latvia",2020-03-18,0,0
"Latvia",2020-03-19,0,0
"Latvia",2020-03-20,0,0
"Latvia",2020-03-21,0,0
"Latvia",2020-03-22,0,0
"Latvia",2020-03-23,0,0
"Latvia",2020-03-24,0,0
"Latvia",2020-03-25,0,0
"Latvia",2020-03-26,0,0
"Latvia",2020-03-27,0,0
"Latvia",2020-03-28,0,0
"Latvia",2020-03-29,0,0
"Latvia",2020-03-30,0,0
"Latvia",2020-03-31,0,0
"Latvia",2020-04-01,0,0
"Latvia",2020-04-02,0,0
"Latvia",2020-04-03,0,0
"Latvia",2020-04-04,1,0.53
"Latvia",2020-04-05,1,0.53
"Latvia",2020-04-06,1,0.53
"Latvia",2020-04-07,1,0.53
"Latvia",2020-04-08,2,1.06
"Latvia",2020-04-09,2,1.06
"Latvia",2020-04-10,2,1.06
"Latvia",2020-04-11,2,1.06
"Latvia",2020-04-12,3,1.59
"Latvia",2020-04-13,5,2.651
"Latvia",2020-04-14,5,2.651
"Latvia",2020-04-15,5,2.651
"Latvia",2020-04-16,5,2.651
"Latvia",2020-04-17,5,2.651
"Latvia",2020-04-18,5,2.651
"Latvia",2020-04-19,5,2.651
"Latvia",2020-04-20,5,2.651
"Latvia",2020-04-21,5,2.651
"Latvia",2020-04-22,9,4.771
"Latvia",2020-04-23,11,5.832
"Latvia",2020-04-24,11,5.832
"Latvia",2020-04-25,12,6.362
"Latvia",2020-04-26,12,6.362
"Latvia",2020-04-27,12,6.362
"Latvia",2020-04-28,13,6.892
"Latvia",2020-04-29,13,6.892
"Latvia",2020-04-30,15,7.952
"Latvia",2020-05-01,15,7.952
"Latvia",2020-05-02,16,8.483
"Latvia",2020-05-03,16,8.483
"Latvia",2020-05-04,16,8.483
"Latvia",2020-05-05,16,8.483
"Latvia",2020-05-06,17,9.013
"Latvia",2020-05-07,17,9.013
"Latvia",2020-05-08,18,9.543
"Latvia",2020-05-09,18,9.543
"Latvia",2020-05-10,18,9.543
"Latvia",2020-05-11,18,9.543
"Latvia",2020-05-12,18,9.543
"Latvia",2020-05-13,18,9.543
"Latvia",2020-05-14,19,10.073
"Latvia",2020-05-15,19,10.073
"Latvia",2020-05-16,19,10.073
"Latvia",2020-05-17,19,10.073
"Latvia",2020-05-18,19,10.073
"Latvia",2020-05-19,19,10.073
"Latvia",2020-05-20,21,11.133
"Latvia",2020-05-21,21,11.133
"Latvia",2020-05-22,22,11.664
"Latvia",2020-05-23,22,11.664
"Latvia",2020-05-24,22,11.664
"Latvia",2020-05-25,22,11.664
"Latvia",2020-05-26,22,11.664
"Latvia",2020-05-27,22,11.664
"Latvia",2020-05-28,23,12.194
"Latvia",2020-05-29,24,12.724
"Latvia",2020-05-30,24,12.724
"Latvia",2020-05-31,24,12.724
"Latvia",2020-06-01,24,12.724
"Latvia",2020-06-02,24,12.724
"Latvia",2020-06-03,24,12.724
"Latvia",2020-06-04,24,12.724
"Latvia",2020-06-05,25,13.254
"Latvia",2020-06-06,25,13.254
"Latvia",2020-06-07,25,13.254
"Latvia",2020-06-08,25,13.254
"Latvia",2020-06-09,26,13.784
"Latvia",2020-06-10,26,13.784
"Latvia",2020-06-11,26,13.784
"Latvia",2020-06-12,26,13.784
"Latvia",2020-06-13,27,14.314
"Latvia",2020-06-14,28,14.845
"Latvia",2020-06-15,28,14.845
"Latvia",2020-06-16,28,14.845
"Latvia",2020-06-17,28,14.845
"Latvia",2020-06-18,30,15.905
"Latvia",2020-06-19,30,15.905
"Latvia",2020-06-20,30,15.905
"Latvia",2020-06-21,30,15.905
"Latvia",2020-06-22,30,15.905
"Latvia",2020-06-23,30,15.905
"Latvia",2020-06-24,30,15.905
"Latvia",2020-06-25,30,15.905
"Latvia",2020-06-26,30,15.905
"Latvia",2020-06-27,30,15.905
"Latvia",2020-06-28,30,15.905
"Latvia",2020-06-29,30,15.905
"Latvia",2020-06-30,30,15.905
"Latvia",2020-07-01,30,15.905
"Latvia",2020-07-02,30,15.905
"Latvia",2020-07-03,30,15.905
"Latvia",2020-07-04,30,15.905
"Latvia",2020-07-05,30,15.905
"Latvia",2020-07-06,30,15.905
"Latvia",2020-07-07,30,15.905
"Latvia",2020-07-08,30,15.905
"Latvia",2020-07-09,30,15.905
"Latvia",2020-07-10,30,15.905
"Latvia",2020-07-11,30,15.905
"Latvia",2020-07-12,30,15.905
"Latvia",2020-07-13,30,15.905
"Latvia",2020-07-14,31,16.435
"Latvia",2020-07-15,31,16.435
"Latvia",2020-07-16,31,16.435
"Latvia",2020-07-17,31,16.435
"Latvia",2020-07-18,31,16.435
"Latvia",2020-07-19,31,16.435
"Latvia",2020-07-20,31,16.435
"Latvia",2020-07-21,31,16.435
"Latvia",2020-07-22,31,16.435
"Latvia",2020-07-23,31,16.435
"Latvia",2020-07-24,31,16.435
"Latvia",2020-07-25,31,16.435
"Latvia",2020-07-26,31,16.435
"Latvia",2020-07-27,31,16.435
"Latvia",2020-07-28,31,16.435
"Latvia",2020-07-29,31,16.435
"Latvia",2020-07-30,31,16.435
"Latvia",2020-07-31,31,16.435
"Latvia",2020-08-01,32,16.965
"Latvia",2020-08-02,32,16.965
"Latvia",2020-08-03,32,16.965
"Latvia",2020-08-04,32,16.965
"Latvia",2020-08-05,32,16.965
"Latvia",2020-08-06,32,16.965
"Latvia",2020-08-07,32,16.965
"Latvia",2020-08-08,32,16.965
"Latvia",2020-08-09,32,16.965
"Liechtenstein",2020-03-05,0,0
"Liechtenstein",2020-03-12,0,0
"Liechtenstein",2020-03-13,0,0
"Liechtenstein",2020-03-14,0,0
"Liechtenstein",2020-03-15,0,0
"Liechtenstein",2020-03-16,0,0
"Liechtenstein",2020-03-17,0,0
"Liechtenstein",2020-03-18,0,0
"Liechtenstein",2020-03-19,0,0
"Liechtenstein",2020-03-20,0,0
"Liechtenstein",2020-03-21,0,0
"Liechtenstein",2020-03-22,0,0
"Liechtenstein",2020-03-23,0,0
"Liechtenstein",2020-03-24,0,0
"Liechtenstein",2020-03-25,0,0
"Liechtenstein",2020-03-26,0,0
"Liechtenstein",2020-03-27,0,0
"Liechtenstein",2020-03-28,0,0
"Liechtenstein",2020-03-29,0,0
"Liechtenstein",2020-03-30,0,0
"Liechtenstein",2020-03-31,0,0
"Liechtenstein",2020-04-01,0,0
"Liechtenstein",2020-04-02,0,0
"Liechtenstein",2020-04-03,0,0
"Liechtenstein",2020-04-04,0,0
"Liechtenstein",2020-04-05,1,26.221
"Liechtenstein",2020-04-06,1,26.221
"Liechtenstein",2020-04-07,1,26.221
"Liechtenstein",2020-04-08,1,26.221
"Liechtenstein",2020-04-09,1,26.221
"Liechtenstein",2020-04-10,1,26.221
"Liechtenstein",2020-04-11,1,26.221
"Liechtenstein",2020-04-12,1,26.221
"Liechtenstein",2020-04-13,1,26.221
"Liechtenstein",2020-04-14,1,26.221
"Liechtenstein",2020-04-15,1,26.221
"Liechtenstein",2020-04-16,1,26.221
"Liechtenstein",2020-04-17,1,26.221
"Liechtenstein",2020-04-18,1,26.221
"Liechtenstein",2020-04-19,1,26.221
"Liechtenstein",2020-04-20,1,26.221
"Liechtenstein",2020-04-21,1,26.221
"Liechtenstein",2020-04-22,1,26.221
"Liechtenstein",2020-04-23,1,26.221
"Liechtenstein",2020-04-24,1,26.221
"Liechtenstein",2020-04-25,1,26.221
"Liechtenstein",2020-04-26,1,26.221
"Liechtenstein",2020-04-27,1,26.221
"Liechtenstein",2020-04-28,1,26.221
"Liechtenstein",2020-04-29,1,26.221
"Liechtenstein",2020-04-30,1,26.221
"Liechtenstein",2020-05-01,1,26.221
"Liechtenstein",2020-05-02,1,26.221
"Liechtenstein",2020-05-03,1,26.221
"Liechtenstein",2020-05-04,1,26.221
"Liechtenstein",2020-05-05,1,26.221
"Liechtenstein",2020-05-06,1,26.221
"Liechtenstein",2020-05-07,1,26.221
"Liechtenstein",2020-05-08,1,26.221
"Liechtenstein",2020-05-09,1,26.221
"Liechtenstein",2020-05-10,1,26.221
"Liechtenstein",2020-05-11,1,26.221
"Liechtenstein",2020-05-12,1,26.221
"Liechtenstein",2020-05-13,1,26.221
"Liechtenstein",2020-05-14,1,26.221
"Liechtenstein",2020-05-15,1,26.221
"Liechtenstein",2020-05-16,1,26.221
"Liechtenstein",2020-05-17,1,26.221
"Liechtenstein",2020-05-18,1,26.221
"Liechtenstein",2020-05-19,1,26.221
"Liechtenstein",2020-05-20,1,26.221
"Liechtenstein",2020-05-21,1,26.221
"Liechtenstein",2020-05-22,1,26.221
"Liechtenstein",2020-05-23,1,26.221
"Liechtenstein",2020-05-24,1,26.221
"Liechtenstein",2020-05-25,1,26.221
"Liechtenstein",2020-05-26,1,26.221
"Liechtenstein",2020-05-27,1,26.221
"Liechtenstein",2020-05-28,1,26.221
"Liechtenstein",2020-05-29,1,26.221
"Liechtenstein",2020-05-30,1,26.221
"Liechtenstein",2020-05-31,1,26.221
"Liechtenstein",2020-06-01,1,26.221
"Liechtenstein",2020-06-02,1,26.221
"Liechtenstein",2020-06-03,1,26.221
"Liechtenstein",2020-06-04,1,26.221
"Liechtenstein",2020-06-05,1,26.221
"Liechtenstein",2020-06-06,1,26.221
"Liechtenstein",2020-06-07,1,26.221
"Liechtenstein",2020-06-08,1,26.221
"Liechtenstein",2020-06-09,1,26.221
"Liechtenstein",2020-06-10,1,26.221
"Liechtenstein",2020-06-11,1,26.221
"Liechtenstein",2020-06-12,1,26.221
"Liechtenstein",2020-06-13,1,26.221
"Liechtenstein",2020-06-14,1,26.221
"Liechtenstein",2020-06-15,1,26.221
"Liechtenstein",2020-06-16,1,26.221
"Liechtenstein",2020-06-17,1,26.221
"Liechtenstein",2020-06-18,1,26.221
"Liechtenstein",2020-06-19,1,26.221
"Liechtenstein",2020-06-20,1,26.221
"Liechtenstein",2020-06-21,1,26.221
"Liechtenstein",2020-06-22,1,26.221
"Liechtenstein",2020-06-23,1,26.221
"Liechtenstein",2020-06-24,1,26.221
"Liechtenstein",2020-06-25,1,26.221
"Liechtenstein",2020-06-26,1,26.221
"Liechtenstein",2020-06-27,1,26.221
"Liechtenstein",2020-06-28,1,26.221
"Liechtenstein",2020-06-29,1,26.221
"Liechtenstein",2020-06-30,1,26.221
"Liechtenstein",2020-07-01,1,26.221
"Liechtenstein",2020-07-02,1,26.221
"Liechtenstein",2020-07-03,1,26.221
"Liechtenstein",2020-07-04,1,26.221
"Liechtenstein",2020-07-05,1,26.221
"Liechtenstein",2020-07-06,1,26.221
"Liechtenstein",2020-07-07,1,26.221
"Liechtenstein",2020-07-08,1,26.221
"Liechtenstein",2020-07-09,1,26.221
"Liechtenstein",2020-07-10,1,26.221
"Liechtenstein",2020-07-11,1,26.221
"Liechtenstein",2020-07-12,1,26.221
"Liechtenstein",2020-07-13,1,26.221
"Liechtenstein",2020-07-14,1,26.221
"Liechtenstein",2020-07-15,1,26.221
"Liechtenstein",2020-07-16,1,26.221
"Liechtenstein",2020-07-17,1,26.221
"Liechtenstein",2020-07-18,1,26.221
"Liechtenstein",2020-07-19,1,26.221
"Liechtenstein",2020-07-20,1,26.221
"Liechtenstein",2020-07-21,1,26.221
"Liechtenstein",2020-07-22,1,26.221
"Liechtenstein",2020-07-23,1,26.221
"Liechtenstein",2020-07-24,1,26.221
"Liechtenstein",2020-07-25,1,26.221
"Liechtenstein",2020-07-26,1,26.221
"Liechtenstein",2020-07-27,1,26.221
"Liechtenstein",2020-07-28,1,26.221
"Liechtenstein",2020-07-29,1,26.221
"Liechtenstein",2020-07-30,1,26.221
"Liechtenstein",2020-07-31,1,26.221
"Liechtenstein",2020-08-01,1,26.221
"Liechtenstein",2020-08-02,1,26.221
"Liechtenstein",2020-08-03,1,26.221
"Liechtenstein",2020-08-04,1,26.221
"Liechtenstein",2020-08-05,1,26.221
"Liechtenstein",2020-08-06,1,26.221
"Liechtenstein",2020-08-07,1,26.221
"Liechtenstein",2020-08-08,1,26.221
"Liechtenstein",2020-08-09,1,26.221
"Lithuania",2019-12-31,0,0
"Lithuania",2020-01-01,0,0
"Lithuania",2020-01-02,0,0
"Lithuania",2020-01-03,0,0
"Lithuania",2020-01-04,0,0
"Lithuania",2020-01-05,0,0
"Lithuania",2020-01-06,0,0
"Lithuania",2020-01-07,0,0
"Lithuania",2020-01-08,0,0
"Lithuania",2020-01-09,0,0
"Lithuania",2020-01-10,0,0
"Lithuania",2020-01-11,0,0
"Lithuania",2020-01-12,0,0
"Lithuania",2020-01-13,0,0
"Lithuania",2020-01-14,0,0
"Lithuania",2020-01-15,0,0
"Lithuania",2020-01-16,0,0
"Lithuania",2020-01-17,0,0
"Lithuania",2020-01-18,0,0
"Lithuania",2020-01-19,0,0
"Lithuania",2020-01-20,0,0
"Lithuania",2020-01-21,0,0
"Lithuania",2020-01-22,0,0
"Lithuania",2020-01-23,0,0
"Lithuania",2020-01-24,0,0
"Lithuania",2020-01-25,0,0
"Lithuania",2020-01-26,0,0
"Lithuania",2020-01-27,0,0
"Lithuania",2020-01-28,0,0
"Lithuania",2020-01-29,0,0
"Lithuania",2020-01-30,0,0
"Lithuania",2020-01-31,0,0
"Lithuania",2020-02-01,0,0
"Lithuania",2020-02-02,0,0
"Lithuania",2020-02-03,0,0
"Lithuania",2020-02-04,0,0
"Lithuania",2020-02-05,0,0
"Lithuania",2020-02-06,0,0
"Lithuania",2020-02-07,0,0
"Lithuania",2020-02-08,0,0
"Lithuania",2020-02-09,0,0
"Lithuania",2020-02-10,0,0
"Lithuania",2020-02-11,0,0
"Lithuania",2020-02-12,0,0
"Lithuania",2020-02-13,0,0
"Lithuania",2020-02-14,0,0
"Lithuania",2020-02-15,0,0
"Lithuania",2020-02-16,0,0
"Lithuania",2020-02-17,0,0
"Lithuania",2020-02-18,0,0
"Lithuania",2020-02-19,0,0
"Lithuania",2020-02-20,0,0
"Lithuania",2020-02-21,0,0
"Lithuania",2020-02-22,0,0
"Lithuania",2020-02-23,0,0
"Lithuania",2020-02-24,0,0
"Lithuania",2020-02-25,0,0
"Lithuania",2020-02-26,0,0
"Lithuania",2020-02-27,0,0
"Lithuania",2020-02-28,0,0
"Lithuania",2020-02-29,0,0
"Lithuania",2020-03-01,0,0
"Lithuania",2020-03-02,0,0
"Lithuania",2020-03-03,NA,NA
"Lithuania",2020-03-04,NA,NA
"Lithuania",2020-03-05,NA,NA
"Lithuania",2020-03-06,NA,NA
"Lithuania",2020-03-07,NA,NA
"Lithuania",2020-03-08,NA,NA
